Date,Terminal,Carrier,Forecasted_Passengers
2025-02-01,MBT,Spanish,138544.0
2025-03-01,MBT,Spanish,153241.0
2025-04-01,MBT,Spanish,153521.0
2025-05-01,MBT,Spanish,147244.0
2025-06-01,MBT,Spanish,145279.0
2025-07-01,MBT,Spanish,178115.0
2025-08-01,MBT,Spanish,156255.0
2025-09-01,MBT,Spanish,149176.0
2025-10-01,MBT,Spanish,142125.0
2025-11-01,MBT,Spanish,138463.0
2025-12-01,MBT,Spanish,129017.0
2026-01-01,MBT,Spanish,127378.0
2026-02-01,MBT,Spanish,132096.0
2026-03-01,MBT,Spanish,142005.0
2026-04-01,MBT,Spanish,144046.0
2026-05-01,MBT,Spanish,147307.0
2026-06-01,MBT,Spanish,158198.0
2026-07-01,MBT,Spanish,160013.0
2026-08-01,MBT,Spanish,170992.0
2026-09-01,MBT,Spanish,132105.0
2026-10-01,MBT,Spanish,154002.0
2026-11-01,MBT,Spanish,149689.0
2026-12-01,MBT,Spanish,117157.0
2027-01-01,MBT,Spanish,132183.0
2027-02-01,MBT,Spanish,136571.0
2027-03-01,MBT,Spanish,134674.0
2027-04-01,MBT,Spanish,145625.0
2027-05-01,MBT,Spanish,147726.0
2027-06-01,MBT,Spanish,174450.0
2027-07-01,MBT,Spanish,172858.0
2027-08-01,MBT,Spanish,172814.0
2027-09-01,MBT,Spanish,161524.0
2027-10-01,MBT,Spanish,140190.0
2027-11-01,MBT,Spanish,139212.0
2027-12-01,MBT,Spanish,139884.0
2028-01-01,MBT,Spanish,128437.0
2028-02-01,MBT,Spanish,148045.0
2028-03-01,MBT,Spanish,146915.0
2028-04-01,MBT,Spanish,152112.0
2028-05-01,MBT,Spanish,165234.0
2028-06-01,MBT,Spanish,167958.0
2028-07-01,MBT,Spanish,166551.0
2028-08-01,MBT,Spanish,175561.0
2028-09-01,MBT,Spanish,151092.0
2028-10-01,MBT,Spanish,156913.0
2028-11-01,MBT,Spanish,150973.0
2028-12-01,MBT,Spanish,136726.0
2029-01-01,MBT,Spanish,143385.0
2029-02-01,MBT,Spanish,136045.0
2029-03-01,MBT,Spanish,159134.0
2029-04-01,MBT,Spanish,156958.0
2029-05-01,MBT,Spanish,159216.0
2029-06-01,MBT,Spanish,176193.0
2029-07-01,MBT,Spanish,167584.0
2029-08-01,MBT,Spanish,159401.0
2029-09-01,MBT,Spanish,150879.0
2029-10-01,MBT,Spanish,160123.0
2029-11-01,MBT,Spanish,139704.0
2029-12-01,MBT,Spanish,155615.0
2030-01-01,MBT,Spanish,127869.0
2030-02-01,MBT,Spanish,161865.0
2030-03-01,MBT,Spanish,156898.0
2030-04-01,MBT,Spanish,161021.0
2030-05-01,MBT,Spanish,162527.0
2030-06-01,MBT,Spanish,174769.0
2030-07-01,MBT,Spanish,176394.0
2030-08-01,MBT,Spanish,182353.0
2030-09-01,MBT,Spanish,167194.0
2030-10-01,MBT,Spanish,159900.0
2030-11-01,MBT,Spanish,149919.0
2030-12-01,MBT,Spanish,144658.0
2025-01-01,MBT,Greyhound_LD,138385.0
2025-02-01,MBT,Greyhound_LD,126919.0
2025-03-01,MBT,Greyhound_LD,135977.0
2025-04-01,MBT,Greyhound_LD,158896.0
2025-05-01,MBT,Greyhound_LD,159055.0
2025-06-01,MBT,Greyhound_LD,160972.0
2025-07-01,MBT,Greyhound_LD,167366.0
2025-08-01,MBT,Greyhound_LD,167377.0
2025-09-01,MBT,Greyhound_LD,153187.0
2025-10-01,MBT,Greyhound_LD,144157.0
2025-11-01,MBT,Greyhound_LD,146290.0
2025-12-01,MBT,Greyhound_LD,129716.0
2026-01-01,MBT,Greyhound_LD,142587.0
2026-02-01,MBT,Greyhound_LD,130487.0
2026-03-01,MBT,Greyhound_LD,158650.0
2026-04-01,MBT,Greyhound_LD,160531.0
2026-05-01,MBT,Greyhound_LD,163646.0
2026-06-01,MBT,Greyhound_LD,174325.0
2026-07-01,MBT,Greyhound_LD,184671.0
2026-08-01,MBT,Greyhound_LD,176767.0
2026-09-01,MBT,Greyhound_LD,146651.0
2026-10-01,MBT,Greyhound_LD,143837.0
2026-11-01,MBT,Greyhound_LD,143268.0
2026-12-01,MBT,Greyhound_LD,141113.0
2027-01-01,MBT,Greyhound_LD,146861.0
2027-02-01,MBT,Greyhound_LD,141809.0
2027-03-01,MBT,Greyhound_LD,155565.0
2027-04-01,MBT,Greyhound_LD,154507.0
2027-05-01,MBT,Greyhound_LD,160615.0
2027-06-01,MBT,Greyhound_LD,159229.0
2027-07-01,MBT,Greyhound_LD,168090.0
2027-08-01,MBT,Greyhound_LD,161895.0
2027-09-01,MBT,Greyhound_LD,157444.0
2027-10-01,MBT,Greyhound_LD,166193.0
2027-11-01,MBT,Greyhound_LD,144216.0
2027-12-01,MBT,Greyhound_LD,165325.0
2028-01-01,MBT,Greyhound_LD,150064.0
2028-02-01,MBT,Greyhound_LD,152602.0
2028-03-01,MBT,Greyhound_LD,150857.0
2028-04-01,MBT,Greyhound_LD,169952.0
2028-05-01,MBT,Greyhound_LD,164812.0
2028-06-01,MBT,Greyhound_LD,175478.0
2028-07-01,MBT,Greyhound_LD,200085.0
2028-08-01,MBT,Greyhound_LD,175995.0
2028-09-01,MBT,Greyhound_LD,178319.0
2028-10-01,MBT,Greyhound_LD,155829.0
2028-11-01,MBT,Greyhound_LD,155076.0
2028-12-01,MBT,Greyhound_LD,161794.0
2029-01-01,MBT,Greyhound_LD,144500.0
2029-02-01,MBT,Greyhound_LD,169130.0
2029-03-01,MBT,Greyhound_LD,167040.0
2029-04-01,MBT,Greyhound_LD,163650.0
2029-05-01,MBT,Greyhound_LD,178386.0
2029-06-01,MBT,Greyhound_LD,186301.0
2029-07-01,MBT,Greyhound_LD,188708.0
2029-08-01,MBT,Greyhound_LD,168258.0
2029-09-01,MBT,Greyhound_LD,167180.0
2029-10-01,MBT,Greyhound_LD,163165.0
2029-11-01,MBT,Greyhound_LD,158304.0
2029-12-01,MBT,Greyhound_LD,155954.0
2030-01-01,MBT,Greyhound_LD,154335.0
2030-02-01,MBT,Greyhound_LD,147456.0
2030-03-01,MBT,Greyhound_LD,168074.0
2030-04-01,MBT,Greyhound_LD,176835.0
2030-05-01,MBT,Greyhound_LD,181714.0
2030-06-01,MBT,Greyhound_LD,191186.0
2030-07-01,MBT,Greyhound_LD,194534.0
2030-08-01,MBT,Greyhound_LD,188549.0
2030-09-01,MBT,Greyhound_LD,176309.0
2030-10-01,MBT,Greyhound_LD,155547.0
2030-11-01,MBT,Greyhound_LD,165881.0
2030-12-01,MBT,Greyhound_LD,156012.0
2025-01-01,MBT,OurBus_LD,152485.0
2025-02-01,MBT,OurBus_LD,144822.0
2025-03-01,MBT,OurBus_LD,153279.0
2025-04-01,MBT,OurBus_LD,177854.0
2025-05-01,MBT,OurBus_LD,174045.0
2025-06-01,MBT,OurBus_LD,185311.0
2025-07-01,MBT,OurBus_LD,185192.0
2025-08-01,MBT,OurBus_LD,182326.0
2025-09-01,MBT,OurBus_LD,182044.0
2025-10-01,MBT,OurBus_LD,162113.0
2025-11-01,MBT,OurBus_LD,160950.0
2025-12-01,MBT,OurBus_LD,148389.0
2026-01-01,MBT,OurBus_LD,150606.0
2026-02-01,MBT,OurBus_LD,156963.0
2026-03-01,MBT,OurBus_LD,168376.0
2026-04-01,MBT,OurBus_LD,169591.0
2026-05-01,MBT,OurBus_LD,189376.0
2026-06-01,MBT,OurBus_LD,176938.0
2026-07-01,MBT,OurBus_LD,188243.0
2026-08-01,MBT,OurBus_LD,183181.0
2026-09-01,MBT,OurBus_LD,190803.0
2026-10-01,MBT,OurBus_LD,172352.0
2026-11-01,MBT,OurBus_LD,172869.0
2026-12-01,MBT,OurBus_LD,143834.0
2027-01-01,MBT,OurBus_LD,160410.0
2027-02-01,MBT,OurBus_LD,171022.0
2027-03-01,MBT,OurBus_LD,171496.0
2027-04-01,MBT,OurBus_LD,186860.0
2027-05-01,MBT,OurBus_LD,179240.0
2027-06-01,MBT,OurBus_LD,200770.0
2027-07-01,MBT,OurBus_LD,213712.0
2027-08-01,MBT,OurBus_LD,188571.0
2027-09-01,MBT,OurBus_LD,179633.0
2027-10-01,MBT,OurBus_LD,187107.0
2027-11-01,MBT,OurBus_LD,181568.0
2027-12-01,MBT,OurBus_LD,155762.0
2028-01-01,MBT,OurBus_LD,158687.0
2028-02-01,MBT,OurBus_LD,165409.0
2028-03-01,MBT,OurBus_LD,163935.0
2028-04-01,MBT,OurBus_LD,174844.0
2028-05-01,MBT,OurBus_LD,179780.0
2028-06-01,MBT,OurBus_LD,187408.0
2028-07-01,MBT,OurBus_LD,199181.0
2028-08-01,MBT,OurBus_LD,198278.0
2028-09-01,MBT,OurBus_LD,200738.0
2028-10-01,MBT,OurBus_LD,171081.0
2028-11-01,MBT,OurBus_LD,180780.0
2028-12-01,MBT,OurBus_LD,162264.0
2029-01-01,MBT,OurBus_LD,165745.0
2029-02-01,MBT,OurBus_LD,177459.0
2029-03-01,MBT,OurBus_LD,170056.0
2029-04-01,MBT,OurBus_LD,190095.0
2029-05-01,MBT,OurBus_LD,194076.0
2029-06-01,MBT,OurBus_LD,202577.0
2029-07-01,MBT,OurBus_LD,206706.0
2029-08-01,MBT,OurBus_LD,221465.0
2029-09-01,MBT,OurBus_LD,187113.0
2029-10-01,MBT,OurBus_LD,179284.0
2029-11-01,MBT,OurBus_LD,171590.0
2029-12-01,MBT,OurBus_LD,163368.0
2030-01-01,MBT,OurBus_LD,164846.0
2030-02-01,MBT,OurBus_LD,185836.0
2030-03-01,MBT,OurBus_LD,195446.0
2030-04-01,MBT,OurBus_LD,186636.0
2030-05-01,MBT,OurBus_LD,190367.0
2030-06-01,MBT,OurBus_LD,207111.0
2030-07-01,MBT,OurBus_LD,204560.0
2030-08-01,MBT,OurBus_LD,211091.0
2030-09-01,MBT,OurBus_LD,198628.0
2030-10-01,MBT,OurBus_LD,175434.0
2030-11-01,MBT,OurBus_LD,193759.0
2030-12-01,MBT,OurBus_LD,186823.0
2025-01-01,MBT,Saddle_River,116345.0
2025-02-01,MBT,Saddle_River,122497.0
2025-03-01,MBT,Saddle_River,133838.0
2025-04-01,MBT,Saddle_River,139828.0
2025-05-01,MBT,Saddle_River,146893.0
2025-06-01,MBT,Saddle_River,162812.0
2025-07-01,MBT,Saddle_River,148316.0
2025-08-01,MBT,Saddle_River,140659.0
2025-09-01,MBT,Saddle_River,129341.0
2025-10-01,MBT,Saddle_River,128565.0
2025-11-01,MBT,Saddle_River,129521.0
2025-12-01,MBT,Saddle_River,138829.0
2026-01-01,MBT,Saddle_River,120569.0
2026-02-01,MBT,Saddle_River,131271.0
2026-03-01,MBT,Saddle_River,134900.0
2026-04-01,MBT,Saddle_River,150980.0
2026-05-01,MBT,Saddle_River,166878.0
2026-06-01,MBT,Saddle_River,144987.0
2026-07-01,MBT,Saddle_River,149766.0
2026-08-01,MBT,Saddle_River,160569.0
2026-09-01,MBT,Saddle_River,150948.0
2026-10-01,MBT,Saddle_River,154430.0
2026-11-01,MBT,Saddle_River,138379.0
2026-12-01,MBT,Saddle_River,123674.0
2027-01-01,MBT,Saddle_River,133505.0
2027-02-01,MBT,Saddle_River,142396.0
2027-03-01,MBT,Saddle_River,145759.0
2027-04-01,MBT,Saddle_River,148931.0
2027-05-01,MBT,Saddle_River,158238.0
2027-06-01,MBT,Saddle_River,163636.0
2027-07-01,MBT,Saddle_River,170000.0
2027-08-01,MBT,Saddle_River,161232.0
2027-09-01,MBT,Saddle_River,147528.0
2027-10-01,MBT,Saddle_River,143509.0
2027-11-01,MBT,Saddle_River,147285.0
2027-12-01,MBT,Saddle_River,123107.0
2028-01-01,MBT,Saddle_River,135002.0
2028-02-01,MBT,Saddle_River,132994.0
2028-03-01,MBT,Saddle_River,142611.0
2028-04-01,MBT,Saddle_River,159371.0
2028-05-01,MBT,Saddle_River,154626.0
2028-06-01,MBT,Saddle_River,158007.0
2028-07-01,MBT,Saddle_River,150556.0
2028-08-01,MBT,Saddle_River,166135.0
2028-09-01,MBT,Saddle_River,158398.0
2028-10-01,MBT,Saddle_River,164549.0
2028-11-01,MBT,Saddle_River,137814.0
2028-12-01,MBT,Saddle_River,135386.0
2029-01-01,MBT,Saddle_River,137381.0
2029-02-01,MBT,Saddle_River,153458.0
2029-03-01,MBT,Saddle_River,145206.0
2029-04-01,MBT,Saddle_River,154584.0
2029-05-01,MBT,Saddle_River,162128.0
2029-06-01,MBT,Saddle_River,163240.0
2029-07-01,MBT,Saddle_River,162549.0
2029-08-01,MBT,Saddle_River,165451.0
2029-09-01,MBT,Saddle_River,165961.0
2029-10-01,MBT,Saddle_River,140815.0
2029-11-01,MBT,Saddle_River,145156.0
2029-12-01,MBT,Saddle_River,130849.0
2030-01-01,MBT,Saddle_River,148919.0
2030-02-01,MBT,Saddle_River,130307.0
2030-03-01,MBT,Saddle_River,144880.0
2030-04-01,MBT,Saddle_River,159236.0
2030-05-01,MBT,Saddle_River,174282.0
2030-06-01,MBT,Saddle_River,165097.0
2030-07-01,MBT,Saddle_River,165751.0
2030-08-01,MBT,Saddle_River,184024.0
2030-09-01,MBT,Saddle_River,148156.0
2030-10-01,MBT,Saddle_River,134432.0
2030-11-01,MBT,Saddle_River,151348.0
2030-12-01,MBT,Saddle_River,135921.0
2025-01-01,MBT,Saddle_River_LD,133988.0
2025-02-01,MBT,Saddle_River_LD,154360.0
2025-03-01,MBT,Saddle_River_LD,156772.0
2025-04-01,MBT,Saddle_River_LD,156160.0
2025-05-01,MBT,Saddle_River_LD,154839.0
2025-06-01,MBT,Saddle_River_LD,179076.0
2025-07-01,MBT,Saddle_River_LD,182197.0
2025-08-01,MBT,Saddle_River_LD,172825.0
2025-09-01,MBT,Saddle_River_LD,182719.0
2025-10-01,MBT,Saddle_River_LD,149299.0
2025-11-01,MBT,Saddle_River_LD,139322.0
2025-12-01,MBT,Saddle_River_LD,139208.0
2026-01-01,MBT,Saddle_River_LD,146892.0
2026-02-01,MBT,Saddle_River_LD,154578.0
2026-03-01,MBT,Saddle_River_LD,156994.0
2026-04-01,MBT,Saddle_River_LD,169033.0
2026-05-01,MBT,Saddle_River_LD,159952.0
2026-06-01,MBT,Saddle_River_LD,189153.0
2026-07-01,MBT,Saddle_River_LD,180808.0
2026-08-01,MBT,Saddle_River_LD,188690.0
2026-09-01,MBT,Saddle_River_LD,174145.0
2026-10-01,MBT,Saddle_River_LD,167471.0
2026-11-01,MBT,Saddle_River_LD,162373.0
2026-12-01,MBT,Saddle_River_LD,153526.0
2027-01-01,MBT,Saddle_River_LD,157239.0
2027-02-01,MBT,Saddle_River_LD,168599.0
2027-03-01,MBT,Saddle_River_LD,165429.0
2027-04-01,MBT,Saddle_River_LD,176930.0
2027-05-01,MBT,Saddle_River_LD,175148.0
2027-06-01,MBT,Saddle_River_LD,194113.0
2027-07-01,MBT,Saddle_River_LD,180647.0
2027-08-01,MBT,Saddle_River_LD,199812.0
2027-09-01,MBT,Saddle_River_LD,175548.0
2027-10-01,MBT,Saddle_River_LD,155256.0
2027-11-01,MBT,Saddle_River_LD,162844.0
2027-12-01,MBT,Saddle_River_LD,147655.0
2028-01-01,MBT,Saddle_River_LD,163221.0
2028-02-01,MBT,Saddle_River_LD,155318.0
2028-03-01,MBT,Saddle_River_LD,164247.0
2028-04-01,MBT,Saddle_River_LD,158523.0
2028-05-01,MBT,Saddle_River_LD,176777.0
2028-06-01,MBT,Saddle_River_LD,164715.0
2028-07-01,MBT,Saddle_River_LD,177699.0
2028-08-01,MBT,Saddle_River_LD,195589.0
2028-09-01,MBT,Saddle_River_LD,187710.0
2028-10-01,MBT,Saddle_River_LD,176361.0
2028-11-01,MBT,Saddle_River_LD,157500.0
2028-12-01,MBT,Saddle_River_LD,157467.0
2029-01-01,MBT,Saddle_River_LD,159928.0
2029-02-01,MBT,Saddle_River_LD,155174.0
2029-03-01,MBT,Saddle_River_LD,186137.0
2029-04-01,MBT,Saddle_River_LD,187869.0
2029-05-01,MBT,Saddle_River_LD,183692.0
2029-06-01,MBT,Saddle_River_LD,191519.0
2029-07-01,MBT,Saddle_River_LD,198779.0
2029-08-01,MBT,Saddle_River_LD,175687.0
2029-09-01,MBT,Saddle_River_LD,183327.0
2029-10-01,MBT,Saddle_River_LD,171088.0
2029-11-01,MBT,Saddle_River_LD,161594.0
2029-12-01,MBT,Saddle_River_LD,159566.0
2030-01-01,MBT,Saddle_River_LD,180180.0
2030-02-01,MBT,Saddle_River_LD,175544.0
2030-03-01,MBT,Saddle_River_LD,172211.0
2030-04-01,MBT,Saddle_River_LD,189876.0
2030-05-01,MBT,Saddle_River_LD,202969.0
2030-06-01,MBT,Saddle_River_LD,204502.0
2030-07-01,MBT,Saddle_River_LD,202583.0
2030-08-01,MBT,Saddle_River_LD,193139.0
2030-09-01,MBT,Saddle_River_LD,196552.0
2030-10-01,MBT,Saddle_River_LD,185244.0
2030-11-01,MBT,Saddle_River_LD,182878.0
2030-12-01,MBT,Saddle_River_LD,171896.0
2025-01-01,MBT,Vanessa,181348.0
2025-02-01,MBT,Vanessa,172764.0
2025-03-01,MBT,Vanessa,197689.0
2025-04-01,MBT,Vanessa,195306.0
2025-05-01,MBT,Vanessa,218672.0
2025-06-01,MBT,Vanessa,199359.0
2025-07-01,MBT,Vanessa,227820.0
2025-08-01,MBT,Vanessa,210450.0
2025-09-01,MBT,Vanessa,193744.0
2025-10-01,MBT,Vanessa,186345.0
2025-11-01,MBT,Vanessa,180756.0
2025-12-01,MBT,Vanessa,178575.0
2026-01-01,MBT,Vanessa,181825.0
2026-02-01,MBT,Vanessa,177905.0
2026-03-01,MBT,Vanessa,191068.0
2026-04-01,MBT,Vanessa,219149.0
2026-05-01,MBT,Vanessa,221597.0
2026-06-01,MBT,Vanessa,216010.0
2026-07-01,MBT,Vanessa,218666.0
2026-08-01,MBT,Vanessa,216086.0
2026-09-01,MBT,Vanessa,211447.0
2026-10-01,MBT,Vanessa,187167.0
2026-11-01,MBT,Vanessa,186887.0
2026-12-01,MBT,Vanessa,164587.0
2027-01-01,MBT,Vanessa,186010.0
2027-02-01,MBT,Vanessa,194631.0
2027-03-01,MBT,Vanessa,192570.0
2027-04-01,MBT,Vanessa,219873.0
2027-05-01,MBT,Vanessa,200550.0
2027-06-01,MBT,Vanessa,204819.0
2027-07-01,MBT,Vanessa,226848.0
2027-08-01,MBT,Vanessa,230967.0
2027-09-01,MBT,Vanessa,227362.0
2027-10-01,MBT,Vanessa,198136.0
2027-11-01,MBT,Vanessa,204730.0
2027-12-01,MBT,Vanessa,184849.0
2028-01-01,MBT,Vanessa,186072.0
2028-02-01,MBT,Vanessa,202301.0
2028-03-01,MBT,Vanessa,208740.0
2028-04-01,MBT,Vanessa,196841.0
2028-05-01,MBT,Vanessa,231535.0
2028-06-01,MBT,Vanessa,237283.0
2028-07-01,MBT,Vanessa,225495.0
2028-08-01,MBT,Vanessa,231328.0
2028-09-01,MBT,Vanessa,222481.0
2028-10-01,MBT,Vanessa,210536.0
2028-11-01,MBT,Vanessa,195294.0
2028-12-01,MBT,Vanessa,184289.0
2029-01-01,MBT,Vanessa,192747.0
2029-02-01,MBT,Vanessa,210454.0
2029-03-01,MBT,Vanessa,213463.0
2029-04-01,MBT,Vanessa,213886.0
2029-05-01,MBT,Vanessa,231174.0
2029-06-01,MBT,Vanessa,204675.0
2029-07-01,MBT,Vanessa,248286.0
2029-08-01,MBT,Vanessa,218034.0
2029-09-01,MBT,Vanessa,220668.0
2029-10-01,MBT,Vanessa,203617.0
2029-11-01,MBT,Vanessa,193998.0
2029-12-01,MBT,Vanessa,206413.0
2030-01-01,MBT,Vanessa,194002.0
2030-02-01,MBT,Vanessa,208347.0
2030-03-01,MBT,Vanessa,213753.0
2030-04-01,MBT,Vanessa,227637.0
2030-05-01,MBT,Vanessa,230905.0
2030-06-01,MBT,Vanessa,225373.0
2030-07-01,MBT,Vanessa,253350.0
2030-08-01,MBT,Vanessa,235849.0
2030-09-01,MBT,Vanessa,215748.0
2030-10-01,MBT,Vanessa,215760.0
2030-11-01,MBT,Vanessa,225267.0
2030-12-01,MBT,Vanessa,208821.0
2025-01-01,GWBBS,academy,7822.0
2025-02-01,GWBBS,academy,7435.0
2025-03-01,GWBBS,academy,7813.0
2025-04-01,GWBBS,academy,7853.0
2025-05-01,GWBBS,academy,8072.0
2025-06-01,GWBBS,academy,8205.0
2025-07-01,GWBBS,academy,9050.0
2025-08-01,GWBBS,academy,8816.0
2025-09-01,GWBBS,academy,7849.0
2025-10-01,GWBBS,academy,8011.0
2025-11-01,GWBBS,academy,7836.0
2025-12-01,GWBBS,academy,7806.0
2026-01-01,GWBBS,academy,7771.0
2026-02-01,GWBBS,academy,7758.0
2026-03-01,GWBBS,academy,7827.0
2026-04-01,GWBBS,academy,8471.0
2026-05-01,GWBBS,academy,8897.0
2026-06-01,GWBBS,academy,9023.0
2026-07-01,GWBBS,academy,9001.0
2026-08-01,GWBBS,academy,8952.0
2026-09-01,GWBBS,academy,8002.0
2026-10-01,GWBBS,academy,8177.0
2026-11-01,GWBBS,academy,8111.0
2026-12-01,GWBBS,academy,7278.0
2027-01-01,GWBBS,academy,7579.0
2027-02-01,GWBBS,academy,8150.0
2027-03-01,GWBBS,academy,8034.0
2027-04-01,GWBBS,academy,8769.0
2027-05-01,GWBBS,academy,8634.0
2027-06-01,GWBBS,academy,9086.0
2027-07-01,GWBBS,academy,8906.0
2027-08-01,GWBBS,academy,9023.0
2027-09-01,GWBBS,academy,8975.0
2027-10-01,GWBBS,academy,7673.0
2027-11-01,GWBBS,academy,8182.0
2027-12-01,GWBBS,academy,6728.0
2028-01-01,GWBBS,academy,7563.0
2028-02-01,GWBBS,academy,8039.0
2028-03-01,GWBBS,academy,7922.0
2028-04-01,GWBBS,academy,8433.0
2028-05-01,GWBBS,academy,8974.0
2028-06-01,GWBBS,academy,8931.0
2028-07-01,GWBBS,academy,8502.0
2028-08-01,GWBBS,academy,9177.0
2028-09-01,GWBBS,academy,8845.0
2028-10-01,GWBBS,academy,8170.0
2028-11-01,GWBBS,academy,7807.0
2028-12-01,GWBBS,academy,7426.0
2029-01-01,GWBBS,academy,7173.0
2029-02-01,GWBBS,academy,7793.0
2029-03-01,GWBBS,academy,8671.0
2029-04-01,GWBBS,academy,8729.0
2029-05-01,GWBBS,academy,8870.0
2029-06-01,GWBBS,academy,8782.0
2029-07-01,GWBBS,academy,9064.0
2029-08-01,GWBBS,academy,9186.0
2029-09-01,GWBBS,academy,8635.0
2029-10-01,GWBBS,academy,8209.0
2029-11-01,GWBBS,academy,7713.0
2029-12-01,GWBBS,academy,7619.0
2030-01-01,GWBBS,academy,7507.0
2030-02-01,GWBBS,academy,7901.0
2030-03-01,GWBBS,academy,8481.0
2030-04-01,GWBBS,academy,7911.0
2030-05-01,GWBBS,academy,8855.0
2030-06-01,GWBBS,academy,8660.0
2030-07-01,GWBBS,academy,8461.0
2030-08-01,GWBBS,academy,8708.0
2030-09-01,GWBBS,academy,8321.0
2030-10-01,GWBBS,academy,8540.0
2030-11-01,GWBBS,academy,8231.0
2030-12-01,GWBBS,academy,8195.0
2025-01-01,GWBBS,greyhound,9218.0
2025-02-01,GWBBS,greyhound,9574.0
2025-03-01,GWBBS,greyhound,9987.0
2025-04-01,GWBBS,greyhound,11237.0
2025-05-01,GWBBS,greyhound,11066.0
2025-06-01,GWBBS,greyhound,11018.0
2025-07-01,GWBBS,greyhound,10845.0
2025-08-01,GWBBS,greyhound,12211.0
2025-09-01,GWBBS,greyhound,9728.0
2025-10-01,GWBBS,greyhound,9997.0
2025-11-01,GWBBS,greyhound,9639.0
2025-12-01,GWBBS,greyhound,9593.0
2026-01-01,GWBBS,greyhound,8823.0
2026-02-01,GWBBS,greyhound,10600.0
2026-03-01,GWBBS,greyhound,10098.0
2026-04-01,GWBBS,greyhound,9947.0
2026-05-01,GWBBS,greyhound,10414.0
2026-06-01,GWBBS,greyhound,11084.0
2026-07-01,GWBBS,greyhound,11108.0
2026-08-01,GWBBS,greyhound,11711.0
2026-09-01,GWBBS,greyhound,10196.0
2026-10-01,GWBBS,greyhound,10460.0
2026-11-01,GWBBS,greyhound,10912.0
2026-12-01,GWBBS,greyhound,9491.0
2027-01-01,GWBBS,greyhound,10187.0
2027-02-01,GWBBS,greyhound,10433.0
2027-03-01,GWBBS,greyhound,9242.0
2027-04-01,GWBBS,greyhound,11263.0
2027-05-01,GWBBS,greyhound,10832.0
2027-06-01,GWBBS,greyhound,11684.0
2027-07-01,GWBBS,greyhound,12146.0
2027-08-01,GWBBS,greyhound,11599.0
2027-09-01,GWBBS,greyhound,10948.0
2027-10-01,GWBBS,greyhound,9622.0
2027-11-01,GWBBS,greyhound,10369.0
2027-12-01,GWBBS,greyhound,9465.0
2028-01-01,GWBBS,greyhound,9993.0
2028-02-01,GWBBS,greyhound,10595.0
2028-03-01,GWBBS,greyhound,9754.0
2028-04-01,GWBBS,greyhound,11235.0
2028-05-01,GWBBS,greyhound,11774.0
2028-06-01,GWBBS,greyhound,11120.0
2028-07-01,GWBBS,greyhound,10686.0
2028-08-01,GWBBS,greyhound,12611.0
2028-09-01,GWBBS,greyhound,11309.0
2028-10-01,GWBBS,greyhound,10698.0
2028-11-01,GWBBS,greyhound,10023.0
2028-12-01,GWBBS,greyhound,9165.0
2029-01-01,GWBBS,greyhound,9466.0
2029-02-01,GWBBS,greyhound,10221.0
2029-03-01,GWBBS,greyhound,10508.0
2029-04-01,GWBBS,greyhound,10598.0
2029-05-01,GWBBS,greyhound,10621.0
2029-06-01,GWBBS,greyhound,11522.0
2029-07-01,GWBBS,greyhound,11129.0
2029-08-01,GWBBS,greyhound,10662.0
2029-09-01,GWBBS,greyhound,10255.0
2029-10-01,GWBBS,greyhound,9612.0
2029-11-01,GWBBS,greyhound,10429.0
2029-12-01,GWBBS,greyhound,9161.0
2030-01-01,GWBBS,greyhound,10325.0
2030-02-01,GWBBS,greyhound,10435.0
2030-03-01,GWBBS,greyhound,11508.0
2030-04-01,GWBBS,greyhound,11278.0
2030-05-01,GWBBS,greyhound,11630.0
2030-06-01,GWBBS,greyhound,11226.0
2030-07-01,GWBBS,greyhound,10877.0
2030-08-01,GWBBS,greyhound,12005.0
2030-09-01,GWBBS,greyhound,11775.0
2030-10-01,GWBBS,greyhound,10386.0
2030-11-01,GWBBS,greyhound,9908.0
2030-12-01,GWBBS,greyhound,9453.0
2025-01-01,GWBBS,coach_usa,5485.0
2025-02-01,GWBBS,coach_usa,7190.0
2025-03-01,GWBBS,coach_usa,6335.0
2025-04-01,GWBBS,coach_usa,7263.0
2025-05-01,GWBBS,coach_usa,7124.0
2025-06-01,GWBBS,coach_usa,6354.0
2025-07-01,GWBBS,coach_usa,8785.0
2025-08-01,GWBBS,coach_usa,6976.0
2025-09-01,GWBBS,coach_usa,6195.0
2025-10-01,GWBBS,coach_usa,7645.0
2025-11-01,GWBBS,coach_usa,6784.0
2025-12-01,GWBBS,coach_usa,5653.0
2026-01-01,GWBBS,coach_usa,5330.0
2026-02-01,GWBBS,coach_usa,5156.0
2026-03-01,GWBBS,coach_usa,5755.0
2026-04-01,GWBBS,coach_usa,7081.0
2026-05-01,GWBBS,coach_usa,6227.0
2026-06-01,GWBBS,coach_usa,7965.0
2026-07-01,GWBBS,coach_usa,7010.0
2026-08-01,GWBBS,coach_usa,7904.0
2026-09-01,GWBBS,coach_usa,6233.0
2026-10-01,GWBBS,coach_usa,6703.0
2026-11-01,GWBBS,coach_usa,6404.0
2026-12-01,GWBBS,coach_usa,5885.0
2027-01-01,GWBBS,coach_usa,6205.0
2027-02-01,GWBBS,coach_usa,6021.0
2027-03-01,GWBBS,coach_usa,6494.0
2027-04-01,GWBBS,coach_usa,8309.0
